full_text,clean_text,sentiment
Y iyalah masa ketok jidatnya..? Mang tdk bs WO yah minimal ada tindakan konkrit yg di lakukan... Rakyat memonitor ruu tni itu detik/detik.. Tdk semua rakyat bego kek fufufafa Why fufufafa? Karena sdh tau teknologi sdh canggih membuat akun fufufafa guna mekukan sesuatu ..,iya ketok jidat mang tdk bs wo yah minimal tindak konkrit yg laku rakyat monitor ruu tni detikdetik tdk rakyat bego kek fufufafa why fufufafa sdh tau teknologi sdh canggih akun fufufafa mekukan,0
Mang tdk bisa WO yah minimal ada tindakan konkrit yg di lakukan... Rakyat memonitor ruu tni itu detik per detik menit per menit.. Tdk semua rakyat bego kek fufu fafa kenapa fufufafa? Karena sdh tau teknologi sdh canggih membuat akun fufufafa guna mekukan sesuatu ...,mang tdk wo yah minimal tindak konkrit yg laku rakyat monitor ruu tni detik detik menit menit tdk rakyat bego kek fufu fafa fufufafa sdh tau teknologi sdh canggih akun fufufafa mekukan,0
‼️‼️ Akun Instagram PBHI Nasional mendapat serangan digital berupa pembuatan akun palsu yang menyerupai akun aslinya. Isi kontennya dibuat untuk memframing dukungan terhadap UU TNI RUU KUHAP dll. Salah satu video bahkan dibuat menggunakan AI dgn wajah Ketua PBHI.,akun instagram pbhi nasional serang digital buat akun palsu rupa akun asli isi konten memframing dukung uu tni ruu hap dll salah video ai dgn wajah ketua pbhi,1
@kompascom RUU TNI gercep.. Secepat kilat jadi UU. UU perampasan aset koruptor.. Omon omon thok,ruu tni gercep cepat kilat uu uu ampas aset koruptor omon omon thok,0
Jadi Kalo berita aneh aneh wajarkan ... --- Mau ITU apalah Dari TNI atau polisi atau Tata lain abaikan saja ... Karena Akan Di Tutup semua kasus pake RUU PENYIARAN .,kalo berita aneh aneh wajar apa tni polisi tata abai tutup pake ruu siar,0
Sudah didukung presiden yg punya pendukung 80% di DPR jadi pengen tahu/lihat kapan jadinya tuh RUU Perampasan Aset utk sah jd UU. Apakah akan secepat kilat kayak RUU TNI?? ,dukung presiden yg dukung dpr ken tahulihat tuh ruu ampas aset utk sah jd uu cepat kilat kayak ruu tni,1
@abulmuzaffar10 @malkistenak OOT dikit om di draft RUU TNI versi pra-pengesahan itu kan urusan narkotika sempet mau jd OMSP tambahan (sblm akhirnya dihapus). Terlepas kontroversi atw polemik dwifungsi I wonder klo realita yg disebut @malkistenak itu jd salah 1 pertimbangan buat tambahan OMSP?,oot dikit om draft ruu tni versi prapengesahan urus narkotika sempet jd omsp tambah sblm hapus lepas kontroversi atw polemik dwifungsi wonder klo realita yg jd salah timbang tambah omsp,0
Pagar laut RUU TNI RUU polri maybe Kasus hasto Korupsi pertamina Boikot Well many tbh,pagar laut ruu tni ruu polri maybe hasto korupsi pertamina boikot well many tbh,0
@iampw2__ @eyyyyhhh @kingofbachelor @cadyheartfilla dibayar? yaelah itu demo yang dukung ruu tni yang beneran dibayar elu jg diem aja paling,bayar yaelah demo dukung ruu tni beneran bayar elu jg diem aja,1
tanpa RUU TNI aja militer emang menguasai industri mining bukan rahasia umum dalam dunia pertambangan. apalagi RUU TNI di sahkan gak lama emang negara ini jadi milik militer beneran. A republic run by rifles soon forgets how to listen to its people.,ruu tni aja militer emang kuasa industri mining rahasia dunia tambang ruu tni sahkan gak emang negara milik militer beneran republic run by rifles soon forgets how to listen to its people,1
RUU TNI bertujuan untuk meningkatkan profesionalisme TNI dalam menjaga kedaulatan negara Indonesia #UUTNI #SupremasiSipil #DukungUUTNI https://t.co/bJ4YxsDrTe,ruu tni tuju tingkat profesionalisme tni jaga daulat negara indonesia,1
@astarothkiddo Negara hukum tpi trias politica rapuh ngapain juga coba. Emang ada yg oposisi ruu tni dlu? Ada dari mahasiswa juga dan tpi tetap gagal.,negara hukum tpi trias politica rapuh ngapain coba emang yg oposisi ruu tni dlu mahasiswa tpi gagal,0
@MurtadhaOne1 Gegara RUU TNI GAJELAZ,gegara ruu tni gajelaz,0
semuamuanya aja dibuang ke barak lu gk liat kah tni kota udh sebobrok apa gr2 yg jelek2in dibuang kesana semua? (melirik ruu tni kemarin),semuamuanya aja buang barak lu gk liat kah tni kota udh bobrok gr yg jelekin buang kesana lirik ruu tni kemarin,0
@hiddenmist3214 Goblok sih ini kalo dia bersuara ya bakal jadi sasaran empuk rezim kalo pergerakan rakyat demo penolakan RUU TNI ditunggangi. Ga ikutan aja dah kena framing begitu. Dan saat pilpres emang ga ada program RUU itu di visi misi capres 02.,goblok sih kalo suara ya sasar empuk rezim kalo gera rakyat demo tolak ruu tni tunggang ga ikut aja dah kena framing pilpres emang ga program ruu visi misi capres,0
@ssndymrtzA bangga?,bangga,1
pada hari kelima kreasionis tuhan menciptakan baceman ,kreasionis tuhan cipta bacem,1
lahh sama aja kocag.. selama capres dari parpol dibackingi oligarki ya sama aja jelek,lahh aja kocag capres parpol dibackingi oligarki ya aja jelek,1
POV.. 'Warganegara yg di kebiri hak hak sipilnya oleh undang² anti kepentingan rakyat' Tolak RUU KUHAP Polri dan Kejaksaan trus Cabut UU TNI Lalu.. #SahkanUUPerampasanAsetKoruptor https://t.co/U8bh9fW28l,pov warganegara yg kebiri hak hak sipil undang anti penting rakyat tolak ruu hap polri jaksa trus cabut uu tni,0
Ancaman tuh sekarang makin macem macem udah tugasnya TNI buat menjaga kedaulatan negara... RUU TNI nih fungsinya sebagai payung hukum militer yang modern #IndonesiaEmas #Prabowo https://t.co/VIOHAR0rve,ancam tuh macem macem udah tugas tni jaga daulat negara ruu tni nih fungsi payung hukum militer modern,0
@H1m4_W4r1 @satriohendri @PartaiSocmed Purnawirawan itu punya hak untuk berpolitik praktis. RUU TNI dikhawatirkan banyak tentara aktif menduduki jabatan sipil bukan berpolitik praktis ,purnawirawan hak politik praktis ruu tni khawatir tentara aktif duduk jabat sipil politik praktis,0
Dengan RUU TNI sinergi pertahanan dan pembangunan makin terintegrasi #IndonesiaEmas #Prabowo https://t.co/q7be9kXOI3,ruu tni sinergi tahan bangun integrasi,1
Kita butuh TNI yang kuat fleksibel dan relevan RUU TNI adalah jawabannya #IndonesiaEmas #Prabowo https://t.co/q8pBQwUN9R,butuh tni kuat fleksibel relevan ruu tni jawab,0
RUU TNI menjamin kesiapan militer dalam menghadapi segala ancaman #IndonesiaEmas #Prabowo https://t.co/8PVIy7stGE,ruu tni jamin kesiap militer hadap ancam,0
RUU TNI memberikan jaminan legalitas peran strategis TNI #IndonesiaEmas #Prabowo https://t.co/KfvpVjPptT,ruu tni jamin legalitas peran strategis tni,0
@JemsSafir @03_12jpg @lathifkumoro eh kontol lu kira kebijakan danantara ruu tni ruu polri (soon) itu bawa EFEK apa buat Indonesia? otak lu isinya tai kotok sihh jadi wajar aja kalo denial junjungannya BERMASALAH. koruptor dimaafin IHSG turun disepelein. gue ga bisa deh mendeskripsikan betapa dongonya lu,eh kontol lu bijak danantara ruu tni ruu polri soon bawa efek indonesia otak lu isi tai kotok sihh wajar aja kalo denial junjung masalah koruptor dimaafin ihsg turun disepelein gue ga deh deskripsi betapa dongonya lu,0
@ethadisaputra Adik iparku yg TNI ngotot banget bilang kalo RUU TNI ga akan berdampak pada masyarakat sipil gedeg bgt dengernya,adik ipar yg tni ngotot banget bilang kalo ruu tni ga dampak masyarakat sipil gedeg bgt dengernya,0
@pecintaikannih @urfairyn @kal_syah @sewverus Jangan lupa lu juga dukung RUU TNI kan? Sok-sokan golput padahal emang enabler,lupa lu dukung ruu tni soksokan golput emang enabler,1
@jiw_han @Boediantar4 Video dan narasi tersebut perlu diteliti lebih lanjut. Berdasarkan informasi yang ada benar bahwa ada protes mahasiswa di UGM pada 2025 terkait kebijakan pemerintah seperti pemotongan anggaran pendidikan dan RUU TNI sebagai bagian dari gerakan Dark Indonesia . Namun klaim,video narasi teliti dasar informasi protes mahasiswa ugm kait bijak perintah potong anggar didik ruu tni gera dark indonesia klaim,0
@kompascom Selalu saling lempar giliran RUU TNI aja cepat bgt selesai,lempar gilir ruu tni aja cepat bgt selesai,1
Istilahnya demokrasi bukan democrazy. Bahasa gampangnya rembukan dulu cari kata sepakat baru diterapkan. Pengalaman pengesahan RUU TNI kemarin DPR ngumpet2 terburu-buru lalu tau2 sah. Dimana demokrasinya? Ngomong sebakul Berak sekebon.. #TolakRUUKejaksaan #TolakRUUKuhap https://t.co/simowrfsNb,istilah demokrasi democrazy bahasa gampang rembuk cari sepakat terap alam kesah ruu tni kemarin dpr ngumpet terburuburu tau sah mana demokrasi ngomong bakul berak kebon,0
@kompascom alah alesan doang omon2 kalo prabowo niat ruu perampasan aset bisa 1 minggu langsung sah karena koalisi prabowo di dpr itu 80%. dan alesannya lucu nunggu RKUHAP lah ruu tni dan bumn bisa langsung sah tuh ga pake nunggu2.,alah alesan doang omon kalo prabowo niat ruu ampas aset minggu langsung sah koalisi prabowo dpr alesannya lucu nunggu rkuhap ruu tni bumn langsung sah tuh ga pake nunggu,1
masih inget bgt waktu smp semua org nyontek daffa terus dia nulis menangis tersedak-sedak and everyone just went away with it EXCEPT MRS. ELI LMFAAOOOO she s throwing hands,inget bgt smp org nyontek daffa nulis menang tersedaksedak and everyone just went away with it except mrs eli lmfaaoooo she throwing hands,0
@MurtadhaOne1 gara gara ruu tni kemarin kah? mengerikan kali negara ini ancur diobok obok ama tu orang,gara gara ruu tni kemarin kah keri kali negara ancur diobok obok ama tu orang,0
@bagemeee emyu kapan menang ya awoohhggg ,emyu menang ya awoohhggg,1
@zarryhendrik @DPR_RI baca gw ga ngerasa diwakilkan kalian waktu ruu tni disahkan. #CabutUUTNI #TolakRUUPolri #TolakRUUASN #TolakRUUKUHAP #TolakRUUKejaksaan #TolakRUUPenyiaran,baca gw ga ngerasa wakil ruu tni sah,0
@IPBbercanda gatau sihh gue tapi semalem satpam bolak-balik di lsi dan mobil patroli juga keliling2 trs kata gw tumben EH TAUNYA,gatau sihh gue semalem satpam bolakbalik lsi mobil patroli keliling trs gw tumben eh tau,0
Ini hasil UU TNI kemarin banyak intimidasi terhadap para aktivis demi lancarnya pengesahan RUU tersebut. Akal sehat bernegara demokrasi coba diutak-atik bahkan jabatan yang seharusnya dijabat profesional diambil alih TNI.,hasil uu tni kemarin intimidasi aktivis lancar kesah ruu akal sehat negara demokrasi coba diutakatik jabat jabat profesional ambil alih tni,0
@roymz_13 @hasyimmah Saya sih sudah curiga 95 % dan waspada 100 % dengan sikap orang ini. Yuk kita cek sikapnya dan hubungkan dengan polemik nasional: 1. Di saat undang² pajak kendaraan disahkan dia tampil dermawan 2. Di saat RUU TNI ditentang dia gandengan tangan 3. ...,sih curiga waspada sikap orang yuk cek sikap hubung polemik nasional undang pajak kendara sah tampil dermawan ruu tni tentang gandeng tangan,1
Hasil RUU TNI bisa ke narko. Saingan sama Polri nih zzz,hasil ruu tni narko saing polri nih zzz,1
@doyoungg04 @apaajayahihi917 Eh makasi lhoh udh di jelasin panjang lebar tp disana gak dijelasin ya fitnah krna apa nya gtgt tuh penasaran bgt soalnya yg difitnah ini kok malah yg bikin video klarifikasi ya hmmm,eh makas lhoh udh jelasin lebar tp sana gak dijelasin ya fitnah krna nya gtgt tuh penasaran bgt yg fitnah yg bikin video klarifikasi ya hmmm,0
@emerson_yuntho Masih trauma kalau ada aktivis Tetiba endorse tunutnan pensiunan tentara yg minta wapres dicopot?? Maklum aktifis pelontos kayak celek...... anti RUU TNI tapi tidak anti pensiunan ,trauma aktivis tetiba endorse tunutnan pensiun tentara yg wapres copot maklum aktif pelontos kayak celek anti ruu tni anti pensiun,0
keinget ini tapi ini bukan penipuan soalnya aku emang di malink ew https://t.co/yAi0W9b1nB,keinget tipu emang malink ew,0
@YantoPasundan94 @ARSIPAJA Gue sejak demo tolak RUU TNI udah hopeless. Ditambah kabar UU TNI udah diteken sebelum lebaran. Gila kemaren yang demo dianggap hewan mencicit kah. Tau gini yang gue coblos tiga-tiganya aja biar suara gak sah.,gue demo tolak ruu tni udah hopeless tambah kabar uu tni udah teken lebaran gila kemaren demo anggap hewan cicit kah tau gin gue coblos tigatiganya aja biar suara gak sah,0
#zonauang masih pada bangun ga ya? mau jajan canvaaa,bangun ga ya jajan canvaaa,1
@patillele4364 KIP bukannya bertujuan untuk transparansi pelaksanaan kebijakan dan tugas ya? Misal mau nanya draf atau Naskah Akademik RUU TNI kemarin. Kok jadi masuk ranah data pribadi? Data pribadi yg diekspos pun biasanya ada UU yg mewajibkan misal LHKPN. Ada yg bisa bantu jelasin hal ini?,kip tuju transparansi laksana bijak tugas ya nanya draf naskah akademik ruu tni kemarin masuk ranah data pribadi data pribadi yg ekspos uu yg wajib lhkpn yg bantu jelasin,0
@apaajayahihi917 Guys ini bahas apaan sih drop the context plzzz aku ketinggalan ,guys bahas sih drop the context plzzz tinggal,1
@heliotroph bahkan temen gue yg bagian dari 58% itu masih ngotot kenapa si pada demo sama ruu tni gue ngebatin dalem hati cukk ngono wae takok ,temen gue yg ngotot si demo ruu tni gue ngebatin dalem hati cukk ngono wae takok,0
@cursedkidd iyh ndut,iyh ndut,0
Hasil RUU TNI,hasil ruu tni,1
@geloraco Anda wakil rakyat di komisi I pula! Harusnya saat pembahasan RUU kemarin anda kritisi penambahan batas usia hingga 5 tahun yg bisa menjadikan pimpinan TNI bs menjabat 5 tahun kedepan..ini syarat dg motif pribadi..harusnya TB faham itu,wakil rakyat komisi bahas ruu kemarin kritisi tambah batas usia yg jadi pimpin tni bs jabat kedepanini syarat dg motif pribadiharusnya tb faham,1
@mulanbilqis RUU TNI kini menjadi UU TNI salah satunya poinnya bisa duduki jabatan sipil.Semua tentara akan berebut jabatan sipil gak mau lagi utk berperang cukup rakyat sipil yg menjaga keamanan negara,ruu tni uu tni salah satu poin duduk jabat sipilsemua tentara rebut jabat sipil gak utk perang rakyat sipil yg jaga aman negara,0
mangir belom rampung webinar kelewat malah ketiduran.. ngeronde sir https://t.co/TSpFBRRJOg,mangir bom rampung webinar lewat tidur ngeronde sir,1
not bad lah ya antara transit atau ttp disituu. semoga dilancarkan!,not bad ya transit ttp disituu moga lancar,1
guys kalian ada template buat bikin cv gakk? sama portooo,guys template bikin cv gakk portooo,1
gak muluk muluk ya Allah maunya slow living aja terus income-nya 3 digit punya tanah sendiri bisa umrohin keluarga bolak balik ke tanah suci.,gak muluk muluk ya allah mau slow living aja incomenya digit tanah umrohin keluarga bolak tanah suci,1
Fakultas Hukum Universitas Brawijaya (FH UB) bersama Koalisi Masyarakat Sipil memberikan kritik tajam terkait revisi undang-undang (RUU) TNI Polri hingga Kejaksaan. RUU tersebut berpotensi menimbulkan tumpang tindih kewenangan dan abuse of power. https://t.co/3YwzGrUhoA https://t.co/RMJ2qaLf9D,fakultas hukumuniversitas brawijayafh ub koalisi masyarakat sipil kritik tajam kait revisi undangundang ruu tni polri jaksa ruu potensi timbul tumpang tindih wenang abuse of power,0
@kompascom Dan puncak komedinya adalah mereka yang demo RUU TNI tapi bersorak saat ada purnawirawan minta Gibran dimakzulkan ,puncak komedi demo ruu tni sorak purnawirawan gibran makzul,0
Reminder untuk kita semua : Semua yang kita dengar adalah opini bukan fakta. Semua yang kita lihat adalah perspektif bukan kebenaran. -Marcus Aurelius -,reminder dengar opini fakta lihat perspektif benar marcus aurelius,1
@wannabmehere @ongenlus ka sodaraku 02 juga nanyain knp si org² pda protes ruu tni giliran aku kasih tau dampak terburuknya eh doi mlh denial n oh gw ga tau sih ga baca berita begituan ngapain juga ngurusin begituan kn anjeng bgttt pdhl nanti ngaruh ke dia jg btw dia msh nganggur,ka sodaraku nanyain knp si org pda protes ruu tni gilir kasih tau dampak buruk eh doi mlh denial oh gw ga tau sih ga baca berita begitu ngapain ngurusin begitu kn anjeng bgttt pdhl ngaruh jg btw msh nganggur,0
Mungkin TNI lupa bahwa perluasan RUU TNI utk prajurit aktif yg diizinkan menduduki jabatan sipil hanya 16 kementrian/lembaga. Diluar ke 16 kementerian/lembaga yg sdh ditentukan maka wajib utk mengundurukan diri atau pensiun dini. Mundur dulu Pak!! https://t.co/E5akwymJWt,tni lupa luas ruu tni utk prajurit aktif yg izin duduk jabat sipil kementrianlembaga luar kementerianlembaga yg sdh tentu wajib utk mengundurukan pensiun mundur,0
@idbernada @plediseducation Cepetnya ngalahin pengesahan ruu tni ,cepetnya ngalahin kesah ruu tni,1
Gw heran knp bagian RUU TNI org lngsung Indonesia gelap Tolak militerisasi Tapi bagian anak² SMA dikirim ke barak militer sm KDM org malah mendukung penuh. Ngerti ga sih implikasinya? Pendidikan apalagi SMA itu ruang lingkupnya sipil. Tugas sipil diurus TNI? asa pernah denger,gw heran knp ruu tni org lngsung indonesia gelap tolak militer anak sma kirim barak militer sm kdm org dukung penuh ngerti ga sih implikasi didik sma ruang lingkup sipil tugas sipil urus tni asa denger,0
???????? Bukannya mereka (DPR) ngebikin draft revisi itu ngebut ya? Dari 2025 bjir??? Pak Anies 2024 ga kepikiran buat nolak RUU TNI soalnya emang belom ada desas desus mau diubah kayak gini kali???? Sama aja apanya kontol????,dpr ngebikin draft revisi ngebut ya bjir anies ga pikir nolak ruu tni emang bom desas desus ubah kayak gin kali aja apa kontol,0
@tanyarlfes Lagunya wave,lagu wave,1
Kemarin kan tagline soal RUU TNI itu Kembali ke barak nah si KDM ini ngajak masyarakat ke barak juga berkegiatan bersama TNI di barak,kemarin tagline ruu tni barak si kdm ngajak masyarakat barak giat tni barak,1
ada.. temen² gue sendiri.. ngaku pas gue tanya pilihan dia paslon berapa pas pilpres kemarin gue tanyanya pas waktu demo ruu tni kemarin berawal dr gue yg vokal bgt menyuarakan hal tsb temen² gue pada tanya ada apa sih is? (1/6),temen gue ngaku pas gue pilih paslon pas pilpres kemarin gue pas demo ruu tni kemarin dr gue yg vokal bgt suara tsb temen gue sih is,1
Waswas terhadap RUU Kejaksaan ! Pengawasan terhadap multimedia ini sangat meresahkan teman-teman pers dan bisa mencederai hak asasi manusia. #TolakRUUKejaksaan ---- Minggu siang Panglima TNI jambak mecima Tiwi Indomy BAKRI Tolak BPJS fattzaran https://t.co/7LGOn0idhe,waswas ruu jaksa awas multimedia resah temanteman pers cedera hak asasi manusia minggu siang panglima tni jambak mecima tiwi indomy bakri tolak bpjs fattzaran,0
Sekelas ruu tni aja dia tau kasusnya dan akar masalahnya apalagi yang menyangkut mantan fandom nya. Jae is watching,kelas ruu tni aja tau kasus akar mantan fandom nya jae is watching,0
